1,20,20.0017,0.7011,0.0,491.19,607.45,1482.21,1244.30,9.35,13.65,334.79,2324.01,8738.04,1.08,44.26,315.15,2388.10,8076.82,9.1841,0.02,364,2324,100.00,24.52,14.7322
1,21,42.0073,0.8419,40.0,445.00,549.57,1346.09,1125.18,3.91,5.72,138.72,2212.19,8333.21,1.02,41.88,131.45,2388.26,8098.71,9.3367,0.02,330,2212,100.00,10.64,6.3315
1,22,35.0059,0.8418,60.0,449.44,555.33,1355.58,1125.08,5.48,8.00,194.38,2223.18,8365.98,1.02,41.74,183.70,2388.28,8080.93,9.2727,0.02,333,2223,100.00,15.04,8.9249
1,23,35.0016,0.8400,60.0,449.44,555.26,1361.91,1120.31,5.48,8.00,195.11,2223.21,8370.06,1.02,41.85,183.06,2388.27,8079.24,9.2951,0.02,335,2223,100.00,14.89,8.9889
1,24,20.0075,0.7000,0.0,491.19,607.17,1485.20,1249.55,9.35,13.65,334.44,2323.99,8737.28,1.08,44.06,315.62,2388.07,8075.49,9.2081,0.02,363,2324,100.00,24.43,14.8444
1,25,0.0012,0.0005,100.0,518.67,642.30,1579.75,1393.32,14.62,21.61,554.38,2387.98,9066.32,1.30,47.34,522.28,2387.98,8152.23,8.3890,0.03,392,2388,100.00,39.00,23.4168
1,26,10.0012,0.2500,20.0,489.05,604.74,1503.15,1301.46,10.52,15.49,395.32,2318.76,8791.20,1.26,45.15,372.02,2388.05,8143.52,8.6031,0.03,369,2319,100.00,28.68,17.2005
1,27,35.0062,0.8400,60.0,449.44,554.90,1361.08,1123.62,5.48,8.00,195.49,2223.17,8370.27,1.02,41.78,183.53,2388.31,8082.91,9.2957,0.02,333,2223,100.00,14.78,8.9512
1,28,35.0072,0.8417,60.0,449.44,555.16,1358.41,1124.86,5.48,8.00,194.97,2223.21,8361.28,1.02,41.68,183.30,2388.35,8088.86,9.3087,0.02,333,2223,100.00,14.89,9.0094
1,29,0.0004,0.0006,100.0,518.67,641.99,1585.97,1400.19,14.62,21.61,554.55,2388.00,9081.00,1.30,47.19,522.12,2388.01,8150.07,8.4480,0.03,391,2388,100.00,38.86,23.3502
1,30,20.0005,0.7017,0.0,491.19,607.20,1479.09,1246.88,9.35,13.66,335.75,2323.99,8737.49,1.08,44.21,315.56,2388.10,8078.49,9.2039,0.02,365,2324,100.00,24.57,14.7973
1,31,35.0062,0.8400,60.0,449.44,555.42,1356.96,1124.01,5.48,8.00,195.03,2223.19,8368.77,1.02,41.63,183.59,2388.34,8080.05,9.2831,0.02,331,2223,100.00,14.64,8.8738
1,32,34.9994,0.8416,60.0,449.44,555.51,1364.91,1127.19,5.48,8.00,195.11,2223.23,8364.38,1.03,41.73,183.41,2388.32,8077.99,9.2813,0.02,335,2223,100.00,14.94,9.0562
1,33,20.0006,0.7011,0.0,491.19,606.97,1476.31,1238.78,9.35,13.65,335.73,2323.98,8728.42,1.08,44.15,315.27,2388.13,8072.08,9.1703,0.02,364,2324,100.00,24.58,14.6691
1,34,0.0000,0.0019,100.0,518.67,642.17,1583.63,1397.37,14.62,21.61,553.89,2387.97,9069.34,1.30,47.25,521.91,2388.03,8148.45,8.3790,0.03,391,2388,100.00,39.00,23.3974
1,35,35.0012,0.8400,60.0,449.44,555.90,1357.99,1121.94,5.48,8.00,195.35,2223.19,8367.19,1.02,41.66,183.83,2388.38,8076.81,9.2848,0.02,331,2223,100.00,14.89,8.8650
1,36,0.0029,0.0000,100.0,518.67,642.48,1584.53,1399.35,14.62,21.61,554.77,2387.98,9067.96,1.30,47.07,521.86,2387.92,8153.55,8.3713,0.03,392,2388,100.00,39.13,23.4666
1,37,35.0058,0.8400,60.0,449.44,555.32,1359.41,1122.50,5.48,8.00,194.80,2223.24,8366.99,1.02,41.62,183.18,2388.32,8081.81,9.3509,0.02,332,2223,100.00,14.83,8.8803
1,38,35.0047,0.8406,60.0,449.44,555.65,1356.69,1122.22,5.48,8.00,195.00,2223.15,8364.22,1.03,41.68,184.02,2388.31,8079.51,9.3071,0.02,330,2223,100.00,14.85,8.9611
1,39,35.0065,0.8402,60.0,449.44,555.84,1366.50,1121.68,5.48,8.00,195.18,2223.25,8367.85,1.02,41.64,183.72,2388.37,8081.28,9.2894,0.02,333,2223,100.00,14.82,8.9799
1,40,25.0044,0.6200,80.0,462.54,537.11,1260.70,1040.23,7.05,9.02,175.54,1915.57,8022.08,0.94,36.44,164.74,2028.47,7886.48,10.8603,0.02,305,1915,84.93,14.40,8.5597
1,41,20.0076,0.7000,0.0,491.19,607.09,1480.30,1246.56,9.35,13.65,335.29,2324.04,8733.49,1.08,44.22,315.05,2388.14,8075.33,9.2083,0.02,363,2324,100.00,24.61,14.6361
1,42,42.0036,0.8400,40.0,445.00,549.37,1353.70,1124.55,3.91,5.72,138.32,2212.21,8328.30,1.03,41.70,130.90,2388.36,8108.60,9.3527,0.02,330,2212,100.00,10.79,6.3718
1,43,25.0076,0.6208,80.0,462.54,536.28,1259.61,1051.12,7.05,9.03,174.48,1915.63,8016.92,0.94,36.59,165.27,2028.46,7881.63,10.8663,0.02,306,1915,84.93,14.38,8.5407
1,44,20.0022,0.7006,0.0,491.19,607.44,1481.38,1244.94,9.35,13.65,335.20,2324.02,8730.81,1.08,44.19,314.77,2388.18,8077.96,9.2073,0.02,365,2324,100.00,24.57,14.6406
1,45,25.0070,0.6200,80.0,462.54,536.83,1255.15,1043.98,7.05,9.03,176.68,1915.54,8012.91,0.94,36.50,165.27,2028.47,7879.53,10.8930,0.02,308,1915,84.93,14.30,8.7340
1,46,25.0043,0.6200,80.0,462.54,536.75,1254.86,1038.51,7.05,9.03,175.53,1915.58,8015.20,0.94,36.75,164.94,2028.47,7882.84,10.8715,0.02,306,1915,84.93,14.33,8.6323
1,47,41.9982,0.8418,40.0,445.00,549.51,1346.12,1121.53,3.91,5.72,139.10,2212.17,8333.21,1.02,41.80,130.38,2388.29,8098.29,9.2919,0.02,330,2212,100.00,10.62,6.3576
1,48,25.0048,0.6200,80.0,462.54,536.91,1261.46,1041.32,7.05,9.03,176.29,1915.55,8014.30,0.94,36.45,165.21,2028.42,7883.69,10.8762,0.02,308,1915,84.93,14.26,8.5293
1,49,19.9985,0.7000,0.0,491.19,607.06,1481.49,1241.50,9.35,13.65,335.30,2324.01,8740.70,1.08,44.16,314.80,2388.12,8071.38,9.2154,0.02,365,2324,100.00,24.41,14.7707
1,50,35.0001,0.8407,60.0,449.44,555.15,1359.01,1125.85,5.48,8.00,195.15,2223.25,8358.03,1.02,41.69,183.47,2388.33,8082.95,9.2902,0.02,333,2223,100.00,14.94,8.9453
1,51,42.0036,0.8413,40.0,445.00,549.57,1344.94,1118.14,3.91,5.72,138.51,2212.23,8328.08,1.02,41.95,130.33,2388.32,8101.15,9.3245,0.02,331,2212,100.00,10.72,6.3414
1,52,0.0015,0.0000,100.0,518.67,642.30,1582.24,1396.87,14.62,21.61,554.75,2388.02,9073.81,1.30,47.08,522.08,2387.98,8151.79,8.4337,0.03,391,2388,100.00,39.12,23.4776
1,53,35.0027,0.8401,60.0,449.44,555.40,1367.73,1124.50,5.48,8.00,194.77,2223.17,8363.30,1.02,41.68,183.01,2388.31,8085.83,9.2998,0.02,333,2223,100.00,14.92,8.8283
1,54,10.0039,0.2512,20.0,489.05,604.28,1495.90,1301.18,10.52,15.49,394.54,2318.85,8795.85,1.26,45.17,371.35,2388.05,8144.15,8.5994,0.03,367,2319,100.00,28.67,17.0955
1,55,42.0068,0.8400,40.0,445.00,549.51,1355.35,1127.37,3.91,5.71,139.32,2212.20,8341.12,1.02,41.96,130.51,2388.33,8096.74,9.3327,0.02,331,2212,100.00,10.61,6.4019
1,56,25.0047,0.6203,80.0,462.54,536.59,1258.19,1039.01,7.05,9.03,175.58,1915.61,8020.90,0.94,36.58,164.93,2028.46,7889.25,10.8411,0.02,306,1915,84.93,14.18,8.5591
1,57,42.0013,0.8405,40.0,445.00,549.18,1347.93,1113.51,3.91,5.71,138.49,2212.26,8335.34,1.02,42.07,130.74,2388.30,8098.12,9.3132,0.02,330,2212,100.00,10.73,6.3610
1,58,42.0023,0.8409,40.0,445.00,549.27,1352.60,1119.07,3.91,5.72,138.80,2212.19,8332.44,1.02,41.91,130.85,2388.24,8097.64,9.3601,0.02,332,2212,100.00,10.70,6.3138
1,59,19.9993,0.7012,0.0,491.19,606.89,1480.91,1243.93,9.35,13.66,335.16,2324.03,8740.34,1.08,44.20,315.20,2388.18,8076.75,9.1825,0.02,366,2324,100.00,24.58,14.7465
1,60,10.0010,0.2500,20.0,489.05,604.22,1493.77,1304.40,10.52,15.49,394.51,2318.84,8792.13,1.26,45.21,372.31,2388.08,8148.83,8.6274,0.03,369,2319,100.00,28.71,17.2287
1,61,42.0050,0.8400,40.0,445.00,549.13,1355.08,1128.04,3.91,5.72,138.39,2212.26,8333.59,1.02,41.98,130.42,2388.37,8100.81,9.3286,0.02,330,2212,100.00,10.76,6.4487
1,62,41.9989,0.8400,40.0,445.00,549.71,1348.03,1127.87,3.91,5.71,139.14,2212.16,8333.70,1.02,41.70,131.13,2388.30,8096.96,9.3465,0.02,330,2212,100.00,10.66,6.2805
1,63,35.0076,0.8414,60.0,449.44,555.52,1356.85,1126.42,5.48,8.00,194.03,2223.11,8367.15,1.02,41.85,183.58,2388.26,8078.80,9.2952,0.02,333,2223,100.00,14.78,8.8975
1,64,35.0056,0.8406,60.0,449.44,555.65,1364.31,1125.63,5.48,8.00,194.77,2223.22,8357.58,1.02,41.72,183.52,2388.29,8085.44,9.2742,0.02,333,2223,100.00,14.68,8.8810
1,65,25.0043,0.6215,80.0,462.54,536.97,1258.66,1053.65,7.05,9.03,175.18,1915.59,8021.78,0.94,36.37,164.31,2028.43,7885.28,10.8773,0.02,306,1915,84.93,14.35,8.5923
1,66,0.0029,0.0001,100.0,518.67,642.26,1592.16,1397.29,14.62,21.61,554.40,2387.98,9073.98,1.30,47.34,522.31,2387.99,8153.91,8.4067,0.03,392,2388,100.00,38.96,23.4116
1,67,10.0001,0.2500,20.0,489.05,604.45,1498.22,1305.12,10.52,15.49,395.69,2318.81,8792.65,1.26,45.22,372.08,2388.03,8147.04,8.6173,0.03,368,2319,100.00,28.61,17.1779
1,68,0.0013,0.0000,100.0,518.67,642.27,1592.48,1407.69,14.62,21.61,554.54,2388.00,9080.20,1.30,47.33,521.92,2387.98,8147.05,8.3838,0.03,391,2388,100.00,39.07,23.4202
1,69,42.0017,0.8404,40.0,445.00,548.83,1351.96,1125.96,3.91,5.72,139.82,2212.19,8334.55,1.02,41.80,130.14,2388.26,8094.61,9.3527,0.02,330,2212,100.00,10.68,6.3622
1,70,41.9989,0.8409,40.0,445.00,548.96,1347.20,1123.96,3.91,5.71,138.88,2212.18,8336.49,1.02,41.83,130.84,2388.31,8097.88,9.3036,0.02,329,2212,100.00,10.59,6.4033
1,71,19.9992,0.7003,0.0,491.19,607.53,1479.25,1238.71,9.35,13.65,334.91,2324.00,8735.03,1.08,44.28,315.15,2388.21,8080.99,9.1865,0.02,366,2324,100.00,24.34,14.8366
1,72,42.0064,0.8400,40.0,445.00,549.59,1350.52,1124.62,3.91,5.71,138.70,2212.17,8335.82,1.02,42.09,130.83,2388.23,8096.04,9.3295,0.02,330,2212,100.00,10.69,6.2630
1,73,10.0065,0.2517,20.0,489.05,604.57,1497.89,1304.41,10.52,15.49,394.76,2318.86,8787.41,1.26,45.33,372.26,2388.05,8144.71,8.6295,0.03,368,2319,100.00,28.67,17.2430
1,74,10.0020,0.2513,20.0,489.05,604.10,1491.75,1301.04,10.52,15.49,394.78,2318.88,8786.11,1.26,45.22,372.11,2388.03,8141.06,8.6136,0.03,370,2319,100.00,28.62,17.1789
1,75,0.0011,0.0003,100.0,518.67,641.69,1586.56,1401.59,14.62,21.61,554.34,2388.05,9068.17,1.30,47.31,522.20,2388.03,8153.48,8.4584,0.03,390,2388,100.00,38.97,23.3879
1,76,25.0044,0.6200,80.0,462.54,537.02,1259.20,1048.53,7.05,9.02,175.07,1915.56,8017.69,0.94,36.65,164.69,2028.46,7885.20,10.8800,0.02,305,1915,84.93,14.47,8.5660
1,77,25.0046,0.6200,80.0,462.54,536.89,1259.74,1049.91,7.05,9.03,176.08,1915.56,8020.42,0.94,36.52,164.44,2028.44,7888.26,10.8838,0.02,307,1915,84.93,14.36,8.5917
1,78,0.0024,0.0000,100.0,518.67,642.54,1585.25,1393.67,14.62,21.61,554.37,2388.02,9067.45,1.30,47.39,522.13,2388.02,8150.80,8.4262,0.03,393,2388,100.00,39.16,23.4621
1,79,34.9997,0.8400,60.0,449.44,555.26,1360.93,1126.62,5.48,8.00,195.17,2223.16,8365.90,1.02,41.93,183.75,2388.37,8081.44,9.2632,0.02,333,2223,100.00,14.91,8.8173
1,80,42.0041,0.8401,40.0,445.00,549.68,1351.63,1121.29,3.91,5.72,139.07,2212.13,8336.17,1.02,41.91,131.24,2388.29,8095.78,9.3177,0.02,331,2212,100.00,10.59,6.3956
1,81,42.0079,0.8400,40.0,445.00,549.12,1345.55,1119.89,3.91,5.71,139.05,2212.25,8339.52,1.02,41.88,130.68,2388.29,8102.70,9.3542,0.02,331,2212,100.00,10.61,6.3697
1,82,42.0078,0.8414,40.0,445.00,549.60,1349.38,1124.93,3.91,5.71,138.95,2212.18,8337.24,1.02,42.14,130.87,2388.27,8098.02,9.3429,0.02,331,2212,100.00,10.63,6.2962
1,83,35.0078,0.8400,60.0,449.44,555.88,1365.34,1124.78,5.48,8.00,194.39,2223.17,8361.44,1.02,41.74,183.31,2388.34,8088.12,9.2927,0.02,332,2223,100.00,14.94,8.8741
1,84,20.0026,0.7000,0.0,491.19,607.37,1474.90,1247.91,9.35,13.65,335.09,2324.02,8735.51,1.08,44.14,315.79,2388.15,8082.26,9.2275,0.02,363,2324,100.00,24.47,14.7009
1,85,25.0002,0.6205,80.0,462.54,536.99,1263.36,1044.98,7.05,9.03,176.10,1915.58,8014.85,0.94,36.60,164.11,2028.44,7884.43,10.8620,0.02,307,1915,84.93,14.33,8.6473
1,86,20.0011,0.7000,0.0,491.19,607.41,1485.93,1239.12,9.35,13.66,334.62,2323.99,8731.61,1.08,44.03,315.46,2388.10,8077.28,9.2022,0.02,364,2324,100.00,24.73,14.7730
1,87,0.0001,0.0012,100.0,518.67,642.73,1588.08,1397.36,14.62,21.61,554.39,2388.07,9067.32,1.30,47.27,522.04,2387.95,8147.50,8.4382,0.03,391,2388,100.00,38.92,23.3107
1,88,9.9984,0.2500,20.0,489.05,603.70,1495.69,1305.38,10.52,15.49,394.32,2318.89,8791.46,1.26,45.23,371.78,2388.07,8143.71,8.6416,0.03,368,2319,100.00,28.61,17.1686
1,89,0.0026,0.0001,100.0,518.67,642.26,1588.81,1405.89,14.62,21.61,554.57,2387.99,9072.29,1.30,47.27,521.86,2388.01,8147.94,8.3978,0.03,392,2388,100.00,39.01,23.3655
1,90,35.0034,0.8400,60.0,449.44,555.35,1359.68,1126.77,5.48,8.00,194.71,2223.15,8365.22,1.02,41.94,182.86,2388.26,8081.57,9.3179,0.02,334,2223,100.00,14.89,9.0008
1,91,34.9989,0.8400,60.0,449.44,555.42,1367.05,1122.96,5.48,8.00,195.14,2223.17,8367.39,1.02,41.87,183.14,2388.29,8083.70,9.2888,0.02,333,2223,100.00,14.95,8.8898
1,92,19.9996,0.7000,0.0,491.19,607.67,1480.24,1249.05,9.35,13.65,334.84,2324.01,8736.55,1.08,44.34,315.38,2388.15,8077.97,9.1841,0.02,363,2324,100.00,24.50,14.7288
1,93,35.0009,0.8404,60.0,449.44,555.74,1364.70,1129.92,5.48,8.00,193.99,2223.13,8361.05,1.03,41.87,183.01,2388.26,8074.30,9.2988,0.02,334,2223,100.00,14.80,8.9160
1,94,10.0006,0.2500,20.0,489.05,604.58,1503.16,1302.42,10.52,15.49,394.78,2318.85,8785.88,1.26,45.19,372.14,2388.00,8144.35,8.6380,0.03,368,2319,100.00,28.58,17.0167
1,95,10.0044,0.2500,20.0,489.05,604.43,1496.62,1303.58,10.52,15.49,395.24,2318.86,8794.33,1.26,45.38,372.09,2388.04,8145.59,8.6066,0.03,368,2319,100.00,28.54,17.1662
1,96,9.9997,0.2500,20.0,489.05,604.65,1500.63,1302.93,10.52,15.49,394.88,2318.92,8794.28,1.26,45.53,371.88,2388.08,8136.53,8.6724,0.03,368,2319,100.00,28.70,17.0242
1,97,10.0012,0.2504,20.0,489.05,604.52,1501.58,1308.09,10.52,15.49,394.54,2318.83,8807.88,1.26,44.98,371.69,2388.02,8147.37,8.6466,0.03,370,2319,100.00,28.61,17.2040
1,98,42.0074,0.8400,40.0,445.00,549.32,1352.19,1123.39,3.91,5.72,138.56,2212.17,8339.39,1.02,41.85,131.06,2388.30,8095.41,9.3509,0.02,331,2212,100.00,10.68,6.3491
1,99,34.9999,0.8414,60.0,449.44,555.17,1365.66,1121.69,5.48,8.00,194.97,2223.26,8359.92,1.02,41.77,183.05,2388.29,8080.57,9.2736,0.02,335,2223,100.00,14.91,8.8613
1,100,41.9983,0.8400,40.0,445.00,549.53,1356.79,1116.57,3.91,5.72,139.03,2212.17,8336.81,1.02,41.99,130.88,2388.29,8101.48,9.3264,0.02,331,2212,100.00,10.57,6.3267
1,101,0.0004,0.0000,100.0,518.67,642.22,1583.82,1404.49,14.62,21.61,553.97,2387.99,9070.97,1.30,47.31,521.74,2388.05,8153.93,8.3784,0.03,392,2388,100.00,38.90,23.3897
1,102,0.0011,0.0005,100.0,518.67,642.12,1583.87,1400.92,14.62,21.61,554.50,2387.99,9066.10,1.30,47.32,521.72,2388.03,8148.85,8.4290,0.03,390,2388,100.00,39.01,23.3568
1,103,10.0039,0.2503,20.0,489.05,604.40,1494.97,1301.35,10.52,15.49,394.97,2318.83,8789.22,1.26,45.34,371.50,2388.06,8138.58,8.6321,0.03,367,2319,100.00,28.57,17.1961
1,104,25.0019,0.6200,80.0,462.54,537.05,1260.64,1042.57,7.05,9.03,175.42,1915.48,8014.55,0.94,36.71,164.48,2028.46,7888.37,10.8447,0.02,306,1915,84.93,14.39,8.5139
1,105,20.0039,0.7009,0.0,491.19,607.61,1477.45,1241.21,9.35,13.65,334.08,2324.00,8735.51,1.08,44.22,314.68,2388.17,8073.23,9.2291,0.02,365,2324,100.00,24.52,14.7417
1,106,24.9996,0.6200,80.0,462.54,537.08,1259.06,1050.45,7.05,9.03,175.17,1915.52,8018.32,0.94,36.46,164.48,2028.45,7878.25,10.8872,0.02,307,1915,84.93,14.30,8.6110
1,107,41.9980,0.8400,40.0,445.00,549.41,1353.42,1118.34,3.91,5.72,138.71,2212.20,8342.46,1.02,42.00,131.02,2388.30,8097.10,9.3509,0.02,331,2212,100.00,10.57,6.4276
1,108,10.0001,0.2500,20.0,489.05,604.52,1501.45,1300.27,10.52,15.49,394.85,2318.89,8802.48,1.26,45.20,371.86,2388.09,8149.10,8.6442,0.03,367,2319,100.00,28.51,17.1149
1,109,0.0030,0.0019,100.0,518.67,641.97,1594.59,1400.66,14.62,21.61,554.37,2388.02,9067.12,1.30,47.47,522.05,2388.03,8152.05,8.4337,0.03,393,2388,100.00,39.09,23.3436
1,110,41.9984,0.8415,40.0,445.00,548.94,1351.37,1124.23,3.91,5.72,138.65,2212.13,8329.05,1.02,41.87,130.65,2388.23,8096.02,9.3532,0.02,329,2212,100.00,10.64,6.3972
1,111,10.0040,0.2518,20.0,489.05,604.46,1497.05,1306.13,10.52,15.49,394.55,2318.88,8796.43,1.26,45.44,371.50,2388.13,8142.53,8.6312,0.03,368,2319,100.00,28.73,17.1804
1,112,10.0017,0.2512,20.0,489.05,604.27,1504.13,1305.84,10.52,15.49,395.14,2318.85,8794.82,1.26,45.25,371.83,2388.03,8142.48,8.6280,0.03,368,2319,100.00,28.49,17.1134
1,113,42.0057,0.8420,40.0,445.00,549.64,1347.35,1124.32,3.91,5.72,139.27,2212.23,8338.68,1.02,41.78,130.60,2388.29,8099.93,9.3729,0.02,330,2212,100.00,10.56,6.4636
1,114,34.9989,0.8405,60.0,449.44,556.04,1369.95,1123.29,5.48,8.00,195.24,2223.13,8365.10,1.02,41.70,183.10,2388.24,8079.55,9.2941,0.02,335,2223,100.00,14.87,8.8921
1,115,10.0020,0.2513,20.0,489.05,605.25,1503.49,1310.21,10.52,15.49,394.77,2318.88,8798.20,1.26,45.26,371.87,2388.05,8142.31,8.6376,0.03,372,2319,100.00,28.59,17.1109
1,116,20.0026,0.7000,0.0,491.19,606.97,1483.59,1252.44,9.35,13.65,333.68,2324.03,8730.03,1.08,44.35,315.21,2388.14,8075.19,9.1700,0.02,365,2324,100.00,24.69,14.7011
1,117,42.0027,0.8400,40.0,445.00,548.97,1350.50,1122.59,3.91,5.71,139.07,2212.16,8339.60,1.02,41.94,130.91,2388.27,8094.94,9.3223,0.02,330,2212,100.00,10.78,6.4189
1,118,0.0007,0.0016,100.0,518.67,642.32,1586.50,1396.73,14.62,21.61,554.11,2388.03,9071.42,1.30,47.35,521.76,2388.10,8151.72,8.4069,0.03,392,2388,100.00,39.04,23.2889
1,119,10.0007,0.2519,20.0,489.05,604.66,1502.48,1307.18,10.52,15.49,395.12,2318.94,8795.57,1.26,45.29,371.73,2388.10,8140.99,8.6824,0.03,368,2319,100.00,28.50,17.1271
1,120,25.0041,0.6205,80.0,462.54,537.22,1257.52,1048.33,7.05,9.03,175.26,1915.56,8020.51,0.94,36.69,164.97,2028.41,7880.95,10.8705,0.02,307,1915,84.93,14.24,8.6028
1,121,24.9985,0.6201,80.0,462.54,536.22,1255.28,1046.89,7.05,9.03,176.51,1915.55,8027.19,0.94,36.66,164.65,2028.52,7885.24,10.8866,0.02,305,1915,84.93,14.38,8.3842
1,122,42.0039,0.8400,40.0,445.00,549.34,1353.77,1124.09,3.91,5.72,139.27,2212.16,8331.51,1.02,42.18,131.10,2388.21,8098.58,9.3784,0.02,332,2212,100.00,10.71,6.4267
1,123,42.0002,0.8400,40.0,445.00,549.50,1352.52,1130.07,3.91,5.71,138.81,2212.18,8335.60,1.02,42.11,130.96,2388.34,8095.21,9.3431,0.02,330,2212,100.00,10.54,6.4702
1,124,0.0012,0.0000,100.0,518.67,642.40,1588.61,1403.74,14.62,21.61,553.85,2388.07,9072.56,1.30,47.30,522.22,2388.05,8146.70,8.4164,0.03,393,2388,100.00,38.90,23.3832
1,125,20.0054,0.7000,0.0,491.19,607.15,1485.54,1244.79,9.35,13.65,334.35,2324.00,8738.24,1.08,44.27,315.13,2388.12,8068.32,9.2176,0.02,365,2324,100.00,24.44,14.8453
1,126,42.0001,0.8400,40.0,445.00,549.31,1354.41,1127.07,3.91,5.71,138.67,2212.16,8334.13,1.02,41.93,130.71,2388.28,8102.60,9.3499,0.02,330,2212,100.00,10.81,6.3205
1,127,34.9989,0.8400,60.0,449.44,555.95,1367.08,1131.69,5.48,8.00,194.39,2223.18,8370.20,1.02,41.98,183.44,2388.26,8080.25,9.2998,0.02,334,2223,100.00,14.89,8.8879
1,128,9.9991,0.2519,20.0,489.05,604.49,1501.34,1313.71,10.52,15.49,394.52,2318.87,8791.95,1.26,45.28,371.54,2388.14,8146.49,8.6547,0.03,370,2319,100.00,28.67,17.1338
1,129,42.0065,0.8400,40.0,445.00,549.44,1354.58,1127.52,3.91,5.71,139.30,2212.17,8331.93,1.02,41.88,130.46,2388.26,8100.81,9.3298,0.02,328,2212,100.00,10.67,6.3606
1,130,19.9988,0.7020,0.0,491.19,607.47,1478.16,1245.94,9.35,13.66,334.81,2324.03,8734.78,1.08,44.26,315.12,2388.14,8072.20,9.1908,0.02,363,2324,100.00,24.50,14.6903
